item,cate_1_name,cate_2_name,cate_3_name
鸡蛋+瘦肉+生菜肠粉,主食,粉,其他粉
【招牌爆品】锡纸花甲米线,主食,粉,米线
潮滋味牛丸牛肉粿条汤,主食,粉,米线
招牌螺蛳粉（小份）,主食,粉,其他粉
【交个朋友】招牌牛肉粉丝汤+2个烧饼+开胃小菜,主食,粉,其他粉
麻辣牛肉丝,主食,粉,米线
特色过桥米线｜6种配菜,主食,粉,米线
全部素菜+荤菜一种+米线6两☆,主食,粉,米线
酸汤砂锅粉,主食,粉,其他粉
排骨圆子细米线（小碗）,主食,粉,米线
传统米线单人份,主食,粉,米线
【招牌】原味砂锅粉面两掺,主食,粉,米线
云南小锅米线,主食,粉,米线
酸辣金汤乌鸡米线,主食,粉,米线
金汤渔粉(辣)外卖到了短信通知,主食,粉,米线
招牌三荤二素炸酱米线（爆款好评）,主食,粉,米线
云县鸡肉米线,主食,粉,米线
【多吃不胖】砂锅麻酱土豆粉,主食,粉,其他粉
川名源秀才一份荤（赠专用醋和麻油各一包）,主食,粉,米线
切粉,主食,粉,米线
【销量榜】鸡肉+素炒米粉+馕饼1/4,主食,粉,米线
✿老板推荐！炸蛋螺蛳粉（吸汁大炸蛋）,主食,粉,其他粉
鸡炒三掺,主食,粉,米线
招牌炸酱小锅米线【特惠三选一】,主食,粉,米线
招牌肉酱米线（肉酱不单放）,主食,粉,米线
南京鸭血粉丝,主食,粉,其他粉
大碗招牌炸酱小锅米线【进店必吃NO:1】,主食,粉,米线
【慢火精熬】土鸡米线,主食,粉,米线
咸肉,主食,粉,米线
金陵老鸭粉丝汤【招牌】,主食,粉,其他粉
酸菜炸酱小锅米线,主食,粉,米线
米线自选餐品,主食,粉,米线
老鸭粉丝汤〔汤粉分开〕,主食,粉,其他粉
老仓醋红米线,主食,粉,米线
招牌五谷渔粉,主食,粉,米线
湿炒牛河粉（潮汕老师傅掌勺）,主食,粉,其他粉
牛肉粿条汤,主食,粉,米线
招牌-秘制特色牛肉粉,主食,粉,米线
【复购NO·1】招牌林大螺蛳粉,主食,粉,其他粉
本店No.1 招牌杀猪粉,主食,粉,米线
【招牌】鲜牛肉牛丸粿条汤,主食,粉,米线
牛肉粉丝汤大份,主食,粉,其他粉
招牌炸酱肥牛小锅米线,主食,粉,米线
(NO.one)鱼丸大碗土豆粉,主食,粉,其他粉
【招牌】柳州螺蛳粉,主食,粉,其他粉
招牌三荤两素炸酱米线,主食,粉,米线
肉丝汤粉,主食,粉,米线
大份四荤五素米线（自选四种荤菜,主食,粉,米线
鸡肉炒米粉（小份）,主食,粉,米线
力荐|生烫牛肉粉,主食,粉,米线
网红成都泡椒牛肉粉,主食,粉,米线
荀記酸辣粉,主食,粉,其他粉
招牌干捞桂林米粉（送大骨汤）,主食,粉,米线
美味尝鲜 | 羊肉粉/面（小碗）,主食,粉,米线
精品肥牛粗米线,主食,粉,米线
酸辣土豆粉,主食,粉,其他粉
五谷酸辣渔粉（爆款）（店长推荐）★★★★★,主食,粉,米线
豪华❤大份砂锅米线(自选三种荤菜),主食,粉,米线
蔬菜米线+肥牛,主食,粉,米线
【进店必尝】招牌鸡肉炒米粉,主食,粉,米线
骨汤♥原味螺蛳粉；店长推荐,主食,粉,其他粉
大理（五种荤菜）过桥米线七两,主食,粉,米线
辣鸡粉/面（汤）,主食,粉,米线
湿炒芥兰牛肉粿,主食,粉,米线
老板推荐！吸汁大炸蛋螺蛳粉,主食,粉,其他粉
贵州水城羊肉粉,主食,粉,米线
新疆鸡肉炒米粉（招牌）,主食,粉,米线
【人气双拼】酱香鸡肉米粉+馕对半,主食,粉,米线
猪肉蛋肠,主食,粉,其他粉
砂锅两搅【双重美味】,主食,粉,其他粉
招牌米线自选一种荤菜➕米线➕素菜,主食,粉,米线
招牌过桥米线（选3种荤)‏,主食,粉,米线
素粉,主食,粉,米线
【热销】鱼豆腐蔬菜米线,主食,粉,米线
好吃必嗦|招牌*原味螺蛳粉（汤鲜料更足）,主食,粉,其他粉
酱香鸡肉米粉,主食,粉,米线
肠粉,主食,粉,其他粉
招牌林大螺蛳粉,主食,粉,其他粉
【招牌必点】花甲米线,主食,粉,米线
柳州原味螺蛳粉|点评推荐,主食,粉,其他粉
鸭血粉丝/份,主食,粉,其他粉
招牌鲜肉粉,主食,粉,米线
【必点推荐】经典鸡肉炒米粉,主食,粉,米线
赠送荤菜二份（有餐盒）,主食,粉,米线
脆皮螺蛳粉,主食,粉,其他粉
泡椒猪肝米线,主食,粉,米线
猪脚汤米粉,主食,粉,米线
招牌必点杀猪粉/面（有蛋有肉）,主食,粉,米线
招牌炸酱小锅米线（五周年特价）,主食,粉,米线
【经典必吃!!】招牌鲜肉炸酱米线,主食,粉,米线
【网红爆款】炸蛋螺蛳粉ฅ ̳͒•ˑ̫• ̳͒ฅ（吸汁大炸蛋）,主食,粉,其他粉
特惠❤️招牌原味螺蛳粉,主食,粉,其他粉
鱼丸米线,主食,粉,米线
四荤七素（一人份）,主食,粉,米线
豆角肉末酸辣粉,主食,粉,其他粉
来碗正宗柳州螺蛳粉【干饭人超爱】,主食,粉,其他粉
刘聋子红烧黄牛肉粉,主食,粉,米线
鸡蛋·瘦肉·生菜肠粉,主食,粉,其他粉
特色老坛四鲜米线,主食,粉,米线
【本店招牌】蔬菜大碗土豆粉,主食,粉,其他粉
升哥杂酱米线【99%顾客必点】,主食,粉,米线
木耳肉丝粉《清淡》,主食,粉,米线
番茄牛肉米线✨可加辣,主食,粉,米线
【招牌鲜肉炸酱】小锅米线（进店必吃）,主食,粉,米线
招牌过桥米线【选3种荤菜】‏,主食,粉,米线
炒牛肉粿,主食,粉,米线
米干/米线店里烫,主食,粉,米线
蔬菜炒米粉,主食,粉,米线
【店铺热销】爆款牛肉粉丝汤+锅贴饺5个+酥饼1个.,主食,粉,其他粉
酸辣鱼粉,主食,粉,米线
【双11特惠】招牌螺蛳粉,主食,粉,其他粉
猪脏粉,主食,粉,米线
滇味过桥米线∣人气必点,主食,粉,米线
全家福米线,主食,粉,米线
潮汕牛肉粿条,主食,粉,米线
蔬菜21元自选一种肉（一人份）,主食,粉,米线
【门店招牌】淮南牛肉粉丝汤,主食,粉,其他粉
【店铺热销】 黄金炸蛋+招牌柳州螺蛳粉（你就發發）,主食,粉,其他粉
（店铺招牌）蔬菜大碗土豆粉,主食,粉,其他粉
『大大大大大黄金炸蛋』柳州螺蛳粉+螺肉酱汁送豆腐泡,主食,粉,其他粉
砂锅肉末细米线,主食,粉,米线
【丹妮&陈哦哦到店同款】酱香鸡肉土豆丝炒米粉（口味重）,主食,粉,米线
猪肉鸡蛋虾肠粉,主食,粉,其他粉
大碗后安粉加蛋,主食,粉,米线
【招牌热销】原味林大螺蛳粉,主食,粉,其他粉
秘制 酸辣粉,主食,粉,其他粉
招牌炸酱小锅米线【墙裂推荐】,主食,粉,米线
鸡蛋炒河粉,主食,粉,其他粉
招牌螺蛳汤粉,主食,粉,其他粉
［店铺招牌］鸡肉炒米粉（热巴同款）,主食,粉,米线
柳州 螺蛳粉,主食,粉,其他粉
鲜肉牛肉丸（粿）,主食,粉,米线
鸭杂粉丝,主食,粉,其他粉
现切新鲜牛肉粗粉,主食,粉,米线
蛋肉肠粉,主食,粉,其他粉
正味番茄肥牛火锅粉,主食,粉,米线
焖汤米线中碗,主食,粉,米线
☆ 原味螺蛳粉,主食,粉,其他粉
阿哥原味螺蛳粉/小份,主食,粉,其他粉
微辣牛肉丝粉,主食,粉,米线
全套鸭血粉丝汤,主食,粉,其他粉
招牌肉酱米线•我自己炒的肉酱袄,主食,粉,米线
【镇店之宝】红烧黄牛肉粉,主食,粉,米线
芥兰湿炒牛肉粿,主食,粉,其他粉
海洋花甲粉（璀璨之选）,主食,粉,米线
招牌原味螺蛳粉品牌累计销量突破500万份,主食,粉,其他粉
肥牛过桥米线。,主食,粉,米线
鱼丸鱼豆腐米线+一片卤豆干,主食,粉,米线
原味螺蛳粉（大份）,主食,粉,其他粉
【经典人气】招牌柳州螺蛳粉,主食,粉,其他粉
酸辣笋尖粉（特色）,主食,粉,米线
15元锅（荤菜任选1种、全部素菜）,主食,粉,米线
衡阳鲜肉生氽粉,主食,粉,米线
网红炸蛋螺蛳粉‖必吃,主食,粉,其他粉
正宗云南过桥米线（一人餐）,主食,粉,米线
经典金汤鸭血粉丝（什么都有）,主食,粉,其他粉
十年经典牛肉粉,主食,粉,米线
将军鸭血粉丝汤,主食,粉,其他粉
牛肉粉丝煲,主食,粉,其他粉
[妯娌]精品老鸭粉丝,主食,粉,其他粉
泡蛋玉米粉,主食,粉,米线
肺心京粉,主食,粉,其他粉
肠粉+蛋+猪肉沫+香肠+生菜,主食,粉,其他粉
【爆款】一人量四荤四素米线,主食,粉,米线
招牌青菜类米线,主食,粉,米线
鸡丁 米线,主食,粉,米线
无影腿乌鸡米线,主食,粉,米线
羊肉米线【I细的】,主食,粉,米线
招牌鸭血粉丝（大份）套餐,主食,粉,其他粉
爆款！黄金云朵炸蛋肥汁米线,主食,粉,米线
招牌酸汤生滚牛肉粉,主食,粉,米线
双帽招牌小锅米线（鲜肉+炸酱）,主食,粉,米线
招牌老北京爆肚粉,主食,粉,米线
招牌砂锅土豆粉,主食,粉,其他粉
【潮汕必吃榜】潮汕手打牛肉丸+鲜切牛肉汤粉,主食,粉,米线
肠粉+肉末+1个鸡蛋,主食,粉,其他粉
鸡肉过桥,主食,粉,米线
［人气热销］招牌羊肉粉（大家都喜欢吃）,主食,粉,米线
稀豆粉粗米线加帽,主食,粉,米线
网红酱香鸡肉炒米粉（爆款推荐）,主食,粉,米线
招牌六味鸭血粉丝汤,主食,粉,其他粉
【进店必买】招牌老三样干捞粉,主食,粉,米线
砂锅粉,主食,粉,其他粉
镇店！酸菜泡椒牛肉米线+豆角+素菜,主食,粉,米线
麻婆子正宗麻辣牛肉米粉,主食,粉,米线
两荤米线（小料不单带）,主食,粉,米线
牛肉粉丝汤（大份）,主食,粉,其他粉
云南过桥米线（荤菜自选一种）,主食,粉,米线
校门口外婆牛肉粉丝汤,主食,粉,其他粉
原味过桥米线（任选一荤菜）,主食,粉,米线
13元米线锅,主食,粉,米线
原味螺蛳粉+网红炸蛋,主食,粉,其他粉
(秘制原味)螺蛳粉,主食,粉,其他粉
鸭血老鸭粉丝汤,主食,粉,其他粉
牛肉宽粉,主食,粉,其他粉
来了都吃的东北招牌米线锅（3荤7素菜+米线）,主食,粉,米线
4两米线➕3种自选菜➕5素菜过桥米线,主食,粉,米线
招牌原味螺蛳粉+网红炸蛋,主食,粉,其他粉
招牌凯里酸汤牛肉粉（鲜切吊龙配秘制酸汤，微辣）,主食,粉,米线
姐妹烫菜粉丝（大份）,主食,粉,其他粉
单人米线荤菜3种（加量）,主食,粉,米线
红烧牛肉粉【热销王】,主食,粉,米线
羊肉粉  全羊肉,主食,粉,米线
好吃必嗦|招牌原味螺蛳粉,主食,粉,其他粉
【招牌】爆款鸡肉炒米粉（销量NO.1）,主食,粉,米线
【招牌必点】 遵义虾子羊肉粉,主食,粉,米线
老板推荐！炸蛋螺蛳粉(吸汁大炸蛋+豆腐泡+响铃卷）,主食,粉,其他粉
原味螺蛳粉(大碗),主食,粉,其他粉
三荤五素米线七两,主食,粉,米线
【招牌热销】边关鸡肉炒米粉,主食,粉,米线
⭐老板推荐！炸蛋螺蛳粉（吸汁大炸蛋）,主食,粉,其他粉
广丰炒粉,主食,粉,米线
经典螺蛳粉,主食,粉,其他粉
【新品双拼】鸡肉米粉馕对半,主食,粉,米线
【月销破千进店必点】经典鸡肉炒米粉,主食,粉,米线
锡纸花甲粉,主食,粉,米线
老鸭粉丝煲（小碗）,主食,粉,其他粉
13元锅,主食,粉,米线
两荤四素米线小份（荤菜自选）,主食,粉,米线
【爆品】炸蛋螺蛳粉汤汁满满~,主食,粉,其他粉
遵义羊肉粉,主食,粉,米线
招牌牛肉汤粉,主食,粉,米线
辣椒炒肉汤粉,主食,粉,米线
山椒牛肉骨汤米线,主食,粉,米线
砂锅肥牛米线【老板推荐】,主食,粉,米线
经典【6种素菜+1种荤菜+7两米线,主食,粉,米线
单人份（荤菜1+米线1.5）,主食,粉,米线
自选双拼汤粉,主食,粉,米线
过云里小锅米线,主食,粉,米线
原味螺蛳粉（小份),主食,粉,其他粉
原味两掺~《微辣》,主食,粉,其他粉
双拼 | 鸡肉炒米粉+芝麻烤馕,主食,粉,米线
吸汁黄金炸蛋螺蛳粉《墙裂推荐》,主食,粉,其他粉
吸汁黄金炸蛋螺蛳粉《墙裂推荐》.,主食,粉,其他粉
贵州遵义羊肉粉,主食,粉,米线
贵州虾子羊肉粉,主食,粉,米线
酱香鸡肉炒米粉（热巴同款）,主食,粉,米线
哈灵牛蛙粉·小份（比面更好吃）,主食,粉,米线
传统原味小锅2荤全素,主食,粉,米线
一人小份一种荤菜,主食,粉,米线
【门店爆品】花甲米线,主食,粉,米线
招 牌 渔 粉/面,主食,粉,米线
招牌  原汤螺蛳粉,主食,粉,其他粉
招牌原味肠粉,主食,粉,其他粉
招牌原汤乌鸡米线,主食,粉,米线
香辣粉丝,主食,粉,其他粉
骨汤酸辣牛肉粉,主食,粉,米线
笋尖米线【酸辣的】,主食,粉,米线
招牌米线.,主食,粉,米线
招牌米线7素+6小荤,主食,粉,米线
招牌菌类米线,主食,粉,米线
招牌螺蛳粉（有肉有蛋有豆腐泡）,主食,粉,其他粉
招牌酸辣苕粉（500g量大）,主食,粉,其他粉
招牌鸭血粉丝汤（主食可换）,主食,粉,其他粉
【大家都爱吃】～招牌羊肉粉,主食,粉,米线
煮牛肉粿,主食,粉,其他粉
【NO.one】随心自选荤菜大碗土豆粉,主食,粉,其他粉
正宗云南过桥米线17.8,主食,粉,米线
精品粗粮细作（折扣）,主食,粉,米线
生滚牛肉米粉,主食,粉,米线
『爆款』招牌三鲜米线（辣的哦）,主食,粉,米线
「馋嘴诱人」过桥米线+煎蛋,主食,粉,米线
⭐️热巴同款｜鸡肉炒米粉【不好吃退款】,主食,粉,米线
⭐进店必吃！网红炸蛋螺蛳粉【神仙组合呀】,主食,粉,其他粉
沙茶米粉,主食,粉,米线
[热销榜]招牌花甲+多样配菜+米线,主食,粉,米线
火腿+金针菇+青菜+过桥米线,主食,粉,米线
炒粉干,主食,粉,米线
素菜全部+一荤（一人小份）纯骨汤米线,主食,粉,米线
13.6元米线（有餐盒）不带小料,主食,粉,米线
鸡蛋炒米粉（客家特色米粉）量足不油腻,主食,粉,米线
毛家杀猪粉(送鸡蛋 不要鸡蛋请备注),主食,粉,米线
16.8元锅全素一荤米线八两,主食,粉,米线
【骨汤现熬】招牌原味螺蛳粉,主食,粉,其他粉
瘦肉肉皮,主食,粉,米线
【冲量推荐】经典鸡肉炒米粉,主食,粉,米线
成人锅（自选2个原配菜品）,主食,粉,米线
超划算（四菜任选）再送4样配菜,主食,粉,米线
阿香番茄米线,主食,粉,米线
徐州肉酱米线（超值特惠）,主食,粉,米线
福利爆款过桥米线（6荤4素）,主食,粉,米线
招牌螺蛳粉+金丝炸蛋+虎皮鸡爪,主食,粉,其他粉
【斩男】鸡肉炒米粉「经典款」,主食,粉,米线
咖喱牛肉粉丝汤,主食,粉,其他粉
【本店招牌】酱香鸡肉炒米粉,主食,粉,米线
两荤四素中份米线（自选两荤）口味自选,主食,粉,米线
鲜磨锅,主食,粉,其他粉
五谷酸辣渔粉（爆款）,主食,粉,米线
招牌肉酱米线～本店招牌,主食,粉,米线
过桥米线1人锅,主食,粉,米线
牛肉粉条汤+泡菜一份+卤豆筋一份,主食,粉,米线
新疆鸡肉芹菜炒（米粉+馕）双拼,主食,粉,米线
烧肉米线（热）,主食,粉,米线
【尝鲜畅享】小份锡纸花甲自选主食＋配菜6选2,主食,粉,其他粉
12.99元锅,主食,粉,米线
【店铺超值】鱼丸米线（大份）,主食,粉,米线
豆腐木耳粉,主食,粉,米线
口碑招牌| 街边炒细粉【口味升级】,主食,粉,米线
鱼豆腐米线（素类）,主食,粉,米线
大碗招牌炸酱小锅米线【进店必吃N0.1】,主食,粉,米线
招牌浓汤番茄米线,主食,粉,米线
牛肉卤粉,主食,粉,米线
【特色推荐】招牌鲜肉炸酱米线,主食,粉,米线
原味❤️螺蛳粉（线下销量TOP）,主食,粉,其他粉
香辣牛肉米粉·米线,主食,粉,米线
酸菜鸡壳+粉丝,主食,粉,其他粉
秘制鸡肉炒米粉,主食,粉,米线
招牌原汤鲜肉小锅米线（微微辣）,主食,粉,米线
遵义虾子羊肉粉,主食,粉,米线
正宗甲子粉汤（加蛋）,主食,粉,米线
网红爆款⭐️炸蛋螺蛳粉,主食,粉,其他粉
【经典招牌】招牌原味螺蛳粉,主食,粉,其他粉
【招牌】一人份过桥米线（任选三种荤菜）,主食,粉,米线
『镇店招牌』酱香牛肉卤粉,主食,粉,米线
❤️老板推荐！炸蛋螺蛳粉（吸汁大炸蛋）,主食,粉,其他粉
【镇店之宝】五谷酸辣渔粉,主食,粉,米线
经典麻辣,主食,粉,其他粉
招牌鸭血粉丝汤(鸭血、鸭肝、鸭肠),主食,粉,其他粉
【招牌正宗】柳州原汤螺蛳粉,主食,粉,其他粉
【难吃包赔】酱香鸡肉炒米粉,主食,粉,米线
过桥米线,主食,粉,米线
羊肉粉  全羊肉（门店爆款）,主食,粉,米线
【裂墙推荐】炸蛋螺蛳粉（吸汁大炸蛋）,主食,粉,其他粉
（招牌）炸蛋螺蛳粉吸满汤汁,主食,粉,其他粉
【龙年大吉】鸡肉炒米粉（热巴同款）,主食,粉,米线
『店长推荐』招牌牛肉糟粕醋米线,主食,粉,米线
19.99元米线（单人小份+1荤）,主食,粉,米线
酸辣瘦肉羹土豆粉,主食,粉,其他粉
热销-经典浓香鸭血粉丝,主食,粉,其他粉
一人量米线,主食,粉,米线
必点招牌✨✨酱香鸡炒米粉【超好吃】,主食,粉,米线
红烧牛肉粉,主食,粉,米线
网红螺蛳粉（热销爆款）,主食,粉,其他粉
本店招牌 鸡肉炒米粉（热巴同款）,主食,粉,米线
阿美柳州螺蛳粉,主食,粉,其他粉
瘦肉粉,主食,粉,米线
酸辣笋尖粉,主食,粉,米粉
肥牛米线➕海带➕豆皮,主食,粉,米线
够鸭招牌粉丝汤,主食,粉,米线
【必吃榜】三姐米粉王《卤菜粉》,主食,粉,米线
鱼豆腐米线（小份）,主食,粉,米线
【爆款】鸡丁米线 （一点辣）,主食,粉,米线
传统米线,主食,粉,米线
金针菇米线,主食,粉,米线
骨汤原味螺蛳粉,主食,粉,其他粉
小诺单人餐（二荤四素380克米线）,主食,粉,米线
蔬菜大碗土豆粉,主食,粉,其他粉
招牌炸酱小锅米线【进店必吃NO.1】,主食,粉,米线
五味鸭血粉丝汤｜招牌必吃,主食,粉,其他粉
酸辣粉,主食,粉,其他粉
鸡肉拌米粉,主食,粉,米线
『本店招牌』原味螺蛳粉,主食,粉,其他粉
【镇店之宝】成都泡椒牛肉粉~百分百新鲜黄牛肉,主食,粉,米线
昆明官渡小锅米线（酸辣咸鲜·热汤）,主食,粉,米线
鲜蛋嫩滑牛肉肠粉,主食,粉,其他粉
爆款☞网红鸡肉炒米粉,主食,粉,米线
【必吃榜】黄金炸蛋螺蛳粉,主食,粉,其他粉
招牌鲜肉小锅米线,主食,粉,米线
老板极力推荐！炸蛋螺蛳粉YYDS,主食,粉,其他粉
招牌过桥米线（推荐）,主食,粉,米线
招牌过桥米线,主食,粉,米线
老鸭粉丝汤（大份）,主食,粉,其他粉
招牌老鸭粉丝汤,主食,粉,其他粉
招牌粗粉,主食,粉,米粉
经典柳州原汤螺蛳粉,主食,粉,其他粉
【深夜经典】被西餐耽误的炒米面,主食,粉,其他粉
鲜切牛肉（粉面规格自选）,主食,粉,米线
招牌炸酱小锅米线【进店必吃N0.1】,主食,粉,米线
招牌炸酱小锅米线-亏本回馈顾客,主食,粉,米线
泡细粉,主食,粉,米线
猪蹄粉干（肉）,主食,粉,米线
番茄浓汤酥肉米线,主食,粉,米线
【立店招牌】五谷酸辣渔粉,主食,粉,米线
招牌吊龙牛肉粿条,主食,粉,其他粉
招牌原味螺蛳粉、,主食,粉,其他粉
招牌卤粉（卤肉五香/酱香随机）,主食,粉,米线
真·精品牛杂粉/面【含牛肉+板筋+牛肚，不含心肝肺！】,主食,粉,米线
招牌传统柳州螺蛳粉,主食,粉,其他粉
【销售冠军】金针菇+肥牛4卷+鱼丸+豆腐泡过桥米线,主食,粉,米线
海高麻辣土豆粉,主食,粉,其他粉
鸡肉米粉+馕对半,主食,粉,米线
抚州香辣牛肉汤粉（招牌必点）,主食,粉,米线
随心自选荤菜大碗土豆粉,主食,粉,米线
一人份荤菜自选两种,主食,粉,米线
阿香过桥米线,主食,粉,米线
阿哥原味螺蛳粉小份,主食,粉,其他粉
门店爆款‼️丨炸蛋螺蛳粉,主食,粉,其他粉
镇店之宝·臊子米粉,主食,粉,米线
锡纸花甲粉自选3样配菜,主食,粉,其他粉
状元米线,主食,粉,米线
二十年经典牛肉粉,主食,粉,米线
酸辣老鸭粉丝汤,主食,粉,其他粉
牛肉粉丝（带包装）,主食,粉,其他粉
小份过桥米线（热销爆款三荤）,主食,粉,米线
（老板推荐）新疆爆辣炒米粉,主食,粉,米线
1荤5素菜（4两米线）（盒装）,主食,粉,米线
蛋肉肠,主食,粉,其他粉
酸辣渔粉【爆款】,主食,粉,米线
大鼓鲜粒番茄米线+鸡柳+小酥肉,主食,粉,米线
酸菜鸡肉炒米粉,主食,粉,米线
大理寺招牌米线锅（3荤7素菜2份米线）,主食,粉,米线
13元米线（青菜锅不含调料套装）,主食,粉,米线
塘杀猪粉·有蛋有肉·郴州圆粉,主食,粉,米线
全套老鸭粉丝汤,主食,粉,其他粉
酸汤肥牛米线【招牌爆款】微辣,主食,粉,米线
四种素菜一种荤菜（半份）米四两,主食,粉,米线
酱香米线,主食,粉,米线
吸汁黄金炸蛋螺蛳粉【墙裂推荐】,主食,粉,其他粉
【4周年特惠】鸡肉炒米粉+自选小吃+饮料,主食,粉,米线
【现炒】鸡蛋鲜肉汤粉,主食,粉,米线
泡菜鸡肉炒米粉,主食,粉,米线
「店长推荐」招牌泡蛋粉+三兄弟,主食,粉,米线
原味螺狮粉,主食,粉,其他粉
牛腩+笋尖双拼粉（套餐）,主食,粉,其他粉
油辣壳牛肉粉,主食,粉,米线
招牌鸡肉炒米粉（凝聚10年匠心只做一碗粉）,主食,粉,米线
【南昌风味】经典拌粉（送黄瓜丝肉沫花生米）,主食,粉,米线
肉酱酸汤米线,主食,粉,米线
招牌米线+荤菜两种（随机）套餐,主食,粉,米线
砂锅麻辣米线【好吃实惠】,主食,粉,米线
（爆推）六荤七素米线,主食,粉,米线
经典牛肉炒粉,主食,粉,米线
一人份小锅米线,主食,粉,米线
红酸汤鲜肉米线（含木姜子油，不喜慎点哦）,主食,粉,米线
鸡汤米线+自选两荤,主食,粉,米线
【镇店之宝】状元过桥米线,主食,粉,米线
【招牌推荐】鸡骨浓汤酸辣粉,主食,粉,其他粉
招牌皮蛋瘦肉粥,主食,粥,
皮蛋瘦肉粥,主食,粥,
番薯粥,主食,粥,
地瓜粥,主食,粥,
小米粥,主食,粥,
八宝粥,主食,粥,
皮蛋瘦肉粥「销量冠军」,主食,粥,
️️招牌皮蛋瘦肉粥,主食,粥,
招牌地瓜粥,主食,粥,
招牌！皮蛋瘦肉粥,主食,粥,
皮蛋瘦肉粥【招牌】,主食,粥,
【招牌】谷养元八宝粥（专锅现熬3.5小时）,主食,粥,
白粥,主食,粥,
谷养元八宝粥,主食,粥,
营养地瓜粥（大碗）,主食,粥,
南瓜粥,主食,粥,
白粥（稀饭）（新米上市）,主食,粥,
营养肉粥3件套,主食,粥,
绿豆粥,主食,粥,
矿泉水白粥,主食,粥,
谷连天八宝粥,主食,粥,
❤皮蛋瘦肉粥【松花蛋】,主食,粥,
大碴粥（原味）,主食,粥,
皮蛋瘦肉粥（咸味）,主食,粥,
皮蛋瘦肉粥（送小菜）,主食,粥,
三米镇店自选4样：自由精选套餐,主食,粥,
白粥（大碗）,主食,粥,
❤️皮蛋瘦肉粥【松花蛋】,主食,粥,
地瓜稀饭,主食,粥,
骨头粥,主食,粥,
内蒙小米粥「营养暖胃」,主食,粥,
营养小米粥,主食,粥,
鸭仔粥底（必点）,主食,粥,
皮蛋瘦肉粥【肉蛋满满】,主食,粥,
稼享八宝粥,主食,粥,
养生小米粥,主食,粥,
谷养元八宝粥（甜）,主食,粥,
招牌八宝粥(甜),主食,粥,
正宗古法八宝粥（3.5小时古法熬制）,主食,粥,
八宝粥（含糖）不接受备注,主食,粥,
皮蛋瘦肉砂锅粥（1人份）,主食,粥,
1人份自选3拼砂锅粥,主食,粥,
️招牌皮蛋瘦肉粥,主食,粥,
皮蛋瘦肉粥（皮蛋多肉也多）,主食,粥,
【爆款】皮蛋瘦肉粥,主食,粥,
大碗赞稼八宝粥（喝前搅一搅）,主食,粥,
营养皮蛋瘦肉粥（招牌）,主食,粥,
厚弥鱿鱼鲜虾粥,主食,粥,
【特惠】皮蛋瘦肉粥（中份）,主食,粥,
皮蛋燕麦粥,主食,粥,
粥之经典—皮蛋瘦肉粥,主食,粥,
新皮蛋瘦肉粥加青菜,主食,粥,
皮蛋瘦肉粥（咸口）,主食,粥,
鸭仔粥（大）,主食,粥,
一碗满足！皮蛋瘦肉粥,主食,粥,
现选现切现煮猪杂粥（1人份）,主食,粥,
招牌｜皮蛋瘦肉粥,主食,粥,
窝蛋牛肉砂锅粥（1人份）,主食,粥,
皮蛋 瘦肉粥,主食,粥,
番薯粥（大碗）,主食,粥,
清香白米粥,主食,粥,
万粥之王!皮蛋瘦肉粥,主食,粥,
双拼自由搭配超神砂锅粥（一人份）1250ML,主食,粥,
皮蛋瘦肉粥（皮蛋融化在粥里好香啊）,主食,粥,
招牌番薯粥,主食,粥,
皮蛋瘦肉益胃粥,主食,粥,
现熬白粥,主食,粥,
招牌皮蛋瘦肉生滚粥/位,主食,粥,
杂猪红粥,主食,粥,
健康白粥（大碗）,主食,粥,
番茄菠菜牛牛粥「燕麦粥底」,主食,粥,
招牌八宝粥,主食,粥,
爆品！一碗神仙皮蛋瘦肉粥,主食,粥,
双拼自由搭配砂锅粥（1人份）送花生米,主食,粥,
招牌！皮蛋瘦肉粥（一整颗皮蛋）,主食,粥,
慢熬小米粥,主食,粥,
八宝粥 【没有无糖】,主食,粥,
招牌⽪蛋瘦⾁粥,主食,粥,
五谷粥（甜）,主食,粥,
【加量版肉满多】新鲜猪杂粥【大份量】,主食,粥,
八宝粥(三个半小时精心熬制）1,主食,粥,
活虾砂锅粥（镇店之宝）爆款,主食,粥,
鲜虾砂锅粥,主食,粥,
必点（皮蛋瘦肉粥）,主食,粥,
招牌|皮蛋瘦肉粥yyds,主食,粥,
咸粥-任选三样料,主食,粥,
粢饭糕,甜点,糕点,
纯草莓大串冰糖葫芦,甜点,糕点,
无核山楂大串冰糖葫芦,甜点,糕点,
桂花糖炒栗子（500克栗子+20克预防坏果）520克,甜点,糕点,
山药豆冰糖葫芦,甜点,糕点,
糯米夹心糖葫芦,甜点,糕点,
网红炸粿条,甜点,糕点,
囍食烧仙草,甜点,糖水/炖品,
招牌自选五料甜汤,甜点,糖水/炖品,
桂花酒酿圆子羹（特价）,甜点,糖水/炖品,
花生汤加蛋,甜点,糖水/炖品,
校园甄选芋泥饱饱碗,甜点,糖水/炖品,
【镇店之宝】老青岛甜沫,甜点,糖水/炖品,
银耳汤（限1份多点不送),甜点,糖水/炖品,
麦麦大满贯,甜点,糖水/炖品,
妈妈的核桃蛋汤,甜点,糖水/炖品,
海南椰汁清补凉,甜点,糖水/炖品,
下午茶丨任意千层蛋糕切块2块,甜点,蛋糕,
