item_name	category_name	cate_1_name	cate_2_name	cate_3_name
西红柿牛腩汤	热菜	菜品	热菜	
西红柿疙瘩汤	汤羹	菜品	汤羹	
西红柿瘦肉粥	粥	主食	粥	
西红柿盖浇面	盖浇面	主食	面	盖浇面
西红柿盖浇饭	盖浇饭	主食	饭	盖浇饭
西红柿盖饭	盖浇饭	主食	饭	盖浇饭
西红柿笋土豆汤	汤羹	菜品	汤羹	
西红柿素炒小白菜	热菜	菜品	热菜	
西红柿紫菜汤	汤羹	菜品	汤羹	
西红柿紫菜蛋汤	汤羹	菜品	汤羹	
西红柿紫菜蛋花汤	汤羹	菜品	汤羹	
西红柿紫菜鸡蛋汤	汤羹	菜品	汤羹	
西红柿老黄瓜汤	汤羹	菜品	汤羹	
西红柿肉圆汤	汤羹	菜品	汤羹	
西红柿肉圆粉丝汤	其他粉	主食	粉	其他粉
西红柿茄丁面	盖浇面	主食	面	盖浇面
西红柿虾皮疙瘩汤	汤羹	菜品	汤羹	
西红柿蛋汤	热菜	菜品	热菜	
西红柿蛋汤面	汤面	主食	面	汤面
西红柿蛋炒面	炒面	主食	面	炒面
西红柿蛋炒饭	炒饭	主食	饭	炒饭
西红柿蛋盖饭	盖浇饭	主食	饭	盖浇饭
西红柿蛋花汤	汤羹	菜品	汤羹	
西红柿蛋花汤速溶汤	汤羹	菜品	汤羹	
西红柿蛋花珍珠汤	汤羹	菜品	汤羹	
西红柿蛋花疙瘩汤	汤羹	菜品	汤羹	
西红柿蛋面	汤面	主食	面	汤面
西红柿蛋饭	盖浇饭	主食	饭	盖浇饭
西红柿蛋香炒刀削面	炒面	主食	面	炒面
西红柿青菜疙瘩汤	汤羹	菜品	汤羹	
西红柿青菜瘦肉粥	粥	主食	粥	
西红柿青菜鸡蛋面	汤面	主食	面	汤面
西红柿面汤	汤面	主食	面	汤面
西红柿面疙瘩汤	汤羹	菜品	汤羹	
西红柿韭菜疙瘩汤	汤羹	菜品	汤羹	
西红柿鲁蛋面	盖浇面	主食	面	盖浇面
西红柿鸡蛋凉面	凉面	主食	面	凉面
西红柿鸡蛋刀削汤面	其他面	主食	面	其他面
西红柿鸡蛋刀削面	拉面	主食	面	拉面
西红柿鸡蛋削面	其他面	主食	面	其他面
西红柿鸡蛋卤打卤面	盖浇面	主食	面	盖浇面
西红柿鸡蛋卤荞面钢丝面	汤面	主食	面	汤面
西红柿鸡蛋卤面	盖浇面	主食	面	盖浇面
西红柿鸡蛋小份菜	热菜	菜品	热菜	
西红柿鸡蛋小炒	热菜	菜品	热菜	
西红柿鸡蛋小炒十米饭	其他菜品	其他	其他菜品	
西红柿鸡蛋小面	汤面	主食	面	汤面
西红柿鸡蛋干拌面	拌面	主食	面	拌面
西红柿鸡蛋手擀面	汤面	主食	面	汤面
西红柿鸡蛋手擀面汤	手擀面	主食	面	手擀面
西红柿鸡蛋打卤面	盖浇面	主食	面	盖浇面
西红柿鸡蛋扯面	盖浇面	主食	面	盖浇面
西红柿鸡蛋拉面	拉面	主食	面	拉面
西红柿鸡蛋拌刀削面	其他面	主食	面	其他面
西红柿鸡蛋拌汤	汤羹	菜品	汤羹	
西红柿鸡蛋拌面	盖浇面	主食	面	盖浇面
西红柿鸡蛋挂面	盖浇面	主食	面	盖浇面
西红柿鸡蛋挂面汤	汤面	主食	面	汤面
西红柿鸡蛋捞饸饹面	其他面	主食	面	其他面
西红柿鸡蛋木桶饭	木桶饭	主食	饭	木桶饭
西红柿鸡蛋榨面	米线	主食	粉	米线
西红柿鸡蛋汤	汤面	菜品	面	汤面
西红柿鸡蛋汤面	盖浇面	主食	面	盖浇面
西红柿鸡蛋泡饭	泡饭	主食	饭	泡饭
西红柿鸡蛋炒	热菜	菜品	热菜	
西红柿鸡蛋炒刀削	其他面	主食	面	其他面
西红柿鸡蛋炒刀削面	炒面	主食	面	炒面
西红柿鸡蛋炒拉条	炒面	主食	面	炒面
西红柿鸡蛋炒揪片	炒面	主食	面	炒面
西红柿鸡蛋炒米线	米线	主食	粉	米线
西红柿鸡蛋炒菜	热菜	菜品	热菜	
西红柿鸡蛋炒菜花	热菜	菜品	热菜	
西红柿鸡蛋炒面	炒面	主食	面	炒面
西红柿鸡蛋炒饭	炒饭	主食	饭	炒饭
西红柿鸡蛋炒饼	其他主食	主食	其他主食	
西红柿鸡蛋炒馒头	炒面	主食	面	炒面
西红柿鸡蛋烩裤带面	盖浇面	主食	面	盖浇面
西红柿鸡蛋热汤面	汤面	主食	面	汤面
西红柿鸡蛋片汤	汤羹	菜品	汤羹	
西红柿鸡蛋疙瘩汤	汤羹	菜品	汤羹	
西红柿鸡蛋盖浇面	盖浇面	主食	面	盖浇面
西红柿鸡蛋盖浇饭	盖浇饭	其他	饭	盖浇饭
西红柿鸡蛋盖面	盖浇面	主食	面	盖浇面
西红柿鸡蛋盖饭	盖浇饭	其他	饭	盖浇饭
西红柿鸡蛋米面	汤面	主食	面	汤面
西红柿鸡蛋臊子面	汤面	主食	面	汤面
西红柿鸡蛋菜	热菜	菜品	热菜	
西红柿鸡蛋菠菜面	盖浇面	主食	面	盖浇面
西红柿鸡蛋酱拌面	拌面	主食	面	拌面
西红柿鸡蛋锅巴饭	盖浇饭	主食	饭	盖浇饭
西红柿鸡蛋面	盖浇面	菜品	面	盖浇面
西红柿鸡蛋面汤	汤面	主食	面	汤面
西红柿鸡蛋面汤面	汤面	主食	面	汤面
西红柿鸡蛋饭	盖浇饭	主食	饭	盖浇饭
西红柿鸡蛋麦虾面	汤面	主食	面	汤面
西红柿鸡蛋麦面	盖浇面	主食	面	盖浇面
西胡芦炒蛋	热菜	菜品	热菜	
西胪莲藕汤	汤羹	菜品	汤羹	
西芹山药炒木耳	热菜	菜品	热菜	
西芹木耳炒山药	热菜	菜品	热菜	
西芹木耳炒荷兰豆	热菜	菜品	热菜	
西芹炒六年百合	热菜	菜品	热菜	
西芹炒木耳	热菜	菜品	热菜	
西芹炒杏鲍菇	热菜	菜品	热菜	
西芹炒桃仁	热菜	菜品	热菜	
西芹炒瘦肉	热菜	菜品	热菜	
西芹炒百合	热菜	菜品	热菜	
西芹炒肉丝	热菜	菜品	热菜	
西芹炒茄子	热菜	菜品	热菜	
西芹炒虾仁	热菜	菜品	热菜	
西芹炒豆干	热菜	菜品	热菜	
西芹炒青椒半份	热菜	菜品	热菜	
西芹炒香干	热菜	菜品	热菜	
西芹牛肉粥	粥	主食	粥	
西芹百合炒带子	热菜	菜品	热菜	
西芹百合炒腰果	热菜	菜品	热菜	
西芹百合炒花枝片	热菜	菜品	热菜	
西芹百合炒虾仁	热菜	菜品	热菜	
西芹百合炒虾脯	热菜	菜品	热菜	
西芹腰果炒虾球	热菜	菜品	热菜	
西葫炒肉片	热菜	菜品	热菜	
西葫芦炒牛肉	热菜	菜品	热菜	
西葫芦炒肉	热菜	菜品	热菜	
西葫芦炒肉片	热菜	菜品	热菜	
西葫芦炒肉盖浇饭	盖浇饭	主食	饭	盖浇饭
西葫芦炒肉盖饭	盖浇饭	主食	饭	盖浇饭
西葫芦炒虾皮	热菜	菜品	热菜	
西葫芦炒蛋	热菜	菜品	热菜	
西葫芦炒西红柿	热菜	菜品	热菜	
西葫芦炒鸡蛋	热菜	菜品	热菜	
西葫芦炒鸡蛋盖饭	盖浇饭	主食	饭	盖浇饭
西葫芦牛肉拌面	拌面	主食	面	拌面
西葫芦牛肉炒菜	热菜	菜品	热菜	
西葫芦牛肉盖浇面	盖浇面	主食	面	盖浇面
西葫芦牛肉盖浇饭	盖浇饭	主食	饭	盖浇饭
西葫芦牛肉盖面	盖浇面	主食	面	盖浇面
西葫芦鸡蛋盖饭	盖浇饭	主食	饭	盖浇饭
西蓝花炒木耳	热菜	菜品	热菜	
西虹柿炒蛋	热菜	菜品	热菜	
西虹柿炒鸡蛋	热菜	菜品	热菜	
西贝大拌菜	凉菜	菜品	凉菜	
要五常大米饭	白米饭	主食	饭	白米饭
角瓜炒瘦肉片	热菜	菜品	热菜	
角瓜炒鸡蛋	热菜	菜品	热菜	
解暑绿豆粥	粥	主食	粥	
解腻拌花菜	凉菜	菜品	凉菜	
许昌豆腐炖白菜	热菜	菜品	热菜	
请帮我多加生菜	浇头	其他	浇头	
调皮娃娃菜	蔬菜类	菜品	配菜	蔬菜类
谷养元八宝粥	粥	主食	粥	
谷味八宝粥	粥	主食	粥	
谷物八宝粥	粥	主食	粥	
谷色谷香福气粥	粥	主食	粥	
谷记八宝粥	粥	主食	粥	
谷连天八宝粥	粥	主食	粥	
谷香八宝粥	粥	主食	粥	
豆尖豆腐汤	汤羹	菜品	汤羹	
豆干丝炒鲜笋	热菜	菜品	热菜	
豆干炒三丁	热菜	菜品	热菜	
豆干炒大蒜叶	热菜	菜品	热菜	
豆干炒芹菜	热菜	菜品	热菜	
豆干炒豆芽	热菜	菜品	热菜	
豆干炒韭菜	热菜	菜品	热菜	
豆果果黑米粥	粥	主食	粥	
豆棍小碗菜	汤面	主食	面	汤面
豆汁豆苗汤	汤羹	菜品	汤羹	
豆泡烧花菜	热菜	菜品	热菜	
豆泡白菜炖粉条	热菜	菜品	热菜	
豆泡绿豆面丸子汤	汤羹	菜品	汤羹	
豆浆山药美龄粥	粥	主食	粥	
豆浆麦片汤	其他菜品	其他	其他菜品	
豆皮儿卷青菜	蔬菜类	烧烤	蔬菜类	
豆皮包金针菇韭菜	蔬菜类	烧烤	蔬菜类	
豆皮包韭菜	蔬菜类	烧烤	蔬菜类	
豆皮卷生菜	蔬菜类	烧烤	蔬菜类	
豆皮卷金针菇香菜	蔬菜类	烧烤	蔬菜类	
豆皮卷韭菜	蔬菜类	烧烤	蔬菜类	
豆皮卷韭菜菜	蔬菜类	烧烤	蔬菜类	
豆皮卷香菜	蔬菜类	烧烤	配菜	蔬菜类
豆皮小白菜	热菜	菜品	热菜	
豆皮桐花菜	蔬菜类	烧烤	蔬菜类	
豆皮炒青菜	热菜	菜品	热菜	
豆皮炒鸡蛋	热菜	菜品	热菜	
豆皮炖芹菜	热菜	菜品	热菜	
豆皮茼蒿菜	热菜	菜品	热菜	
豆皮鸡蛋汤	汤羹	菜品	汤羹	
豆腐丝炒韭菜	热菜	菜品	热菜	
豆腐丸子小白菜	热菜	菜品	热菜	
豆腐丸子汤	汤羹	菜品	汤羹	
豆腐卷烧芹菜	热菜	菜品	热菜	
豆腐卷生菜	蔬菜类	烧烤	蔬菜类	
豆腐叶炒韭菜	热菜	菜品	热菜	
豆腐土豆小白菜	热菜	菜品	热菜	
豆腐外婆菜	热菜	菜品	热菜	
豆腐小白菜	热菜	菜品	热菜	
豆腐干小炒	热菜	菜品	热菜	
豆腐干炒肉	热菜	菜品	热菜	
豆腐干炒肉丝	热菜	菜品	热菜	
豆腐干炒芹菜	热菜	菜品	热菜	
豆腐干炒西芹	热菜	菜品	热菜	
豆腐干炒酸菜	热菜	菜品	热菜	
豆腐干炒鸡蛋	热菜	菜品	热菜	
豆腐木耳专利拌面	拌面	主食	面	拌面
豆腐杂锦汤	汤羹	菜品	汤羹	
豆腐泡炒大白菜	热菜	菜品	热菜	
豆腐泡炒干豆腐	热菜	菜品	热菜	
豆腐泡炒白菜	热菜	菜品	热菜	
豆腐泡炒肉	热菜	菜品	热菜	
豆腐泡炒韭菜	热菜	菜品	热菜	
豆腐泡炒黑木耳	热菜	菜品	热菜	
豆腐泡烧油菜盖饭	盖浇饭	主食	饭	盖浇饭
豆腐泡芹菜	热菜	菜品	热菜	
豆腐泡韭菜	热菜	菜品	热菜	
豆腐炖面筋	热菜	菜品	热菜	
豆腐烧白菜	热菜	菜品	热菜	
豆腐百叶汤	汤羹	菜品	汤羹	
豆腐皮包韭菜	蔬菜类	烧烤	蔬菜类	
豆腐皮包香菜	蔬菜类	烧烤	蔬菜类	
豆腐皮卷生菜	蔬菜类	烧烤	蔬菜类	
豆腐皮卷菜	蔬菜类	烧烤	蔬菜类	
豆腐皮卷韭菜	蔬菜类	烧烤	蔬菜类	
豆腐皮卷香菜	蔬菜类	烧烤	蔬菜类	
豆腐皮小青菜	热菜	菜品	热菜	
豆腐皮拌娃娃菜	凉菜	菜品	凉菜	
豆腐皮杭白菜	热菜	菜品	热菜	
豆腐皮炒卷芯菜	热菜	菜品	热菜	
豆腐皮炒毛毛菜	热菜	菜品	热菜	
豆腐皮炒肉	热菜	菜品	热菜	
豆腐皮炒肉丝	热菜	菜品	热菜	
豆腐皮炒青菜	热菜	菜品	热菜	
豆腐皮芹菜	凉菜	菜品	凉菜	
豆腐皮蛋汤	汤羹	菜品	汤羹	
豆腐皮青菜	热菜	菜品	热菜	
豆腐皮韭菜	蔬菜类	烧烤	蔬菜类	
豆腐皮鲞粥	粥	主食	粥	
豆腐皮鸡蛋面	汤面	主食	面	汤面
豆腐粉丝鸡蛋汤	其他粉	主食	粉	其他粉
豆腐紫菜汤	汤羹	菜品	汤羹	
豆腐羹蛋汤	汤羹	菜品	汤羹	
豆腐肉丝汤	汤羹	菜品	汤羹	
豆腐肉沫汤	汤羹	菜品	汤羹	
豆腐脑无香菜	汤羹	菜品	汤羹	
豆腐脑紫菜鸡蛋汤	汤羹	菜品	汤羹	
豆腐芹菜炒肉	热菜	菜品	热菜	
豆腐菜叶汤	汤羹	菜品	汤羹	
豆腐菠菜汤	汤羹	菜品	汤羹	
豆腐萝卜养生汤	热菜	菜品	热菜	
豆腐青菜汤	汤羹	菜品	汤羹	
豆腐青菜蛋汤	汤羹	菜品	汤羹	
豆腐饸饹面	汤面	主食	面	汤面
豆腐鱼头汤	汤羹	菜品	汤羹	
豆腐鱼海虾粥	粥	主食	粥	
豆腐鱼腩饭	盖浇饭	主食	饭	盖浇饭
豆腐鲫鱼汤	汤羹	菜品	汤羹	
豆腐鸡蛋汤	汤羹	菜品	汤羹	
豆花肉碎汤	汤羹	菜品	汤羹	
豆芽五香面	拌面	主食	面	拌面
豆芽元子汤	汤羹	菜品	汤羹	
豆芽冷拌面	拌面	主食	面	拌面
豆芽头炒粉条	热菜	菜品	热菜	
豆芽炒三丝	热菜	菜品	热菜	
豆芽炒包菜	热菜	菜品	热菜	
豆芽炒合菜	热菜	菜品	热菜	
豆芽炒干豆付	热菜	菜品	热菜	
豆芽炒干豆付韭菜	热菜	菜品	热菜	
豆芽炒干豆腐	热菜	菜品	热菜	
豆芽炒海带	热菜	菜品	热菜	
豆芽炒海带丝	热菜	菜品	热菜	
豆芽炒海蜇皮	热菜	菜品	热菜	
豆芽炒牛肉	热菜	菜品	热菜	
豆芽炒牛肉丝	热菜	菜品	热菜	
豆芽炒粉丝	热菜	菜品	热菜	
豆芽炒粉小	热菜	菜品	热菜	
豆芽炒粉小食量	米线	主食	粉	米线
豆芽炒粉条	热菜	菜品	热菜	
豆芽炒肉丝	热菜	菜品	热菜	
豆芽炒芹菜	热菜	菜品	热菜	
豆芽炒茭白	热菜	菜品	热菜	
豆芽炒蒜苗	热菜	菜品	热菜	
豆芽炒豆腐皮	热菜	菜品	热菜	
豆芽炒青椒	其他主食	主食	其他主食	
豆芽炒韭菜	热菜	菜品	热菜	
豆芽炒韭菜香干	热菜	菜品	热菜	
豆芽炒鸡蛋	热菜	菜品	热菜	
豆芽爆炒韭菜	热菜	菜品	热菜	
豆芽白菜炒粉条	热菜	菜品	热菜	
豆芽肉丝炒粉丝	热菜	菜品	热菜	
豆芽肉丝炒饼	其他主食	主食	其他主食	
豆芽菜小炒	热菜	菜品	热菜	
豆芽菜炒粉	热菜	菜品	热菜	
豆芽菜炒粉头	热菜	菜品	热菜	
豆芽菜炒肉丝	热菜	菜品	热菜	
豆芽菜炒韭菜	热菜	菜品	热菜	
豆芽蛋炒米粉	米线	主食	粉	米线
豆芽豆皮油菜	其他菜品	其他	其他菜品	
豆芽豆皮炒韭菜	热菜	菜品	热菜	
豆芽韭菜炒粉	热菜	菜品	热菜	
豆芽韭菜炒肉丝	热菜	菜品	热菜	
豆芽鸡蛋炒粉	米线	主食	粉	米线
豆芽鸡蛋炒饼	其他主食	主食	其他主食	
豆苗炒土豆丝	热菜	菜品	热菜	
豆角丝汆面	汤面	主食	面	汤面
豆角丝炒肉丝	热菜	菜品	热菜	
豆角土豆粘玉米焖手擀面	手擀面	主食	面	手擀面
豆角外婆菜炒鸡蛋	热菜	菜品	热菜	
豆角橄榄菜	热菜	菜品	热菜	
豆角炒肉丝	热菜	菜品	热菜	
豆角炒肉十米饭十软饮	其他菜品	其他	其他菜品	
豆角炒肉木桶饭	木桶饭	主食	饭	木桶饭
豆角炒肉煲仔	煲仔饭	主食	饭	煲仔饭
豆角炒茄子	热菜	菜品	热菜	
豆角炒茄条	热菜	菜品	热菜	
豆角炒鸡蛋	热菜	菜品	热菜	
豆角炒鸡蛋饭	盖浇饭	主食	饭	盖浇饭
豆角炖南瓜	热菜	菜品	热菜	
豆角炖土豆	热菜	菜品	热菜	
豆角烧茄子盖浇饭	盖浇饭	主食	饭	盖浇饭
豆角肉打卤面	盖浇面	主食	面	盖浇面
豆角肉末饭	盖浇饭	主食	饭	盖浇饭
豆角肉沫打卤面	盖浇面	主食	面	盖浇面
豆角肉片饭	盖浇饭	主食	饭	盖浇饭
豆角茄子双拼饭	盖浇饭	主食	饭	盖浇饭
豆角茄子小碗菜	热菜	菜品	热菜	
豆角茄子护心肉三拼饭	盖浇饭	主食	饭	盖浇饭
豆角茄子木桶饭	木桶饭	主食	饭	木桶饭
豆角茄子炒菜	热菜	菜品	热菜	
豆角茄子盖饭	盖浇饭	主食	饭	盖浇饭
豆角茄子饭	盖浇饭	主食	饭	盖浇饭
豆角鸡肉双拼饭	盖浇饭	主食	饭	盖浇饭
豆酱秋葵炒山药	热菜	菜品	热菜	
豆面丸子汤	粥	菜品	粥	
豆面面结汤	汤面	主食	面	汤面
豇豆小米稀饭	粥	主食	粥	
豇豆炒土豆中	热菜	菜品	热菜	
豇豆炒茄子	热菜	菜品	热菜	
豇豆角炒肉半分	热菜	菜品	热菜	
豉汁凉瓜炒牛肉	热菜	菜品	热菜	
豉汁炒凉瓜	热菜	菜品	热菜	
豉汁罗马生菜	热菜	菜品	热菜	
豉汁西生菜	热菜	菜品	热菜	
豉油油麦菜	热菜	菜品	热菜	
豉油皇直立生菜	热菜	菜品	热菜	
豉油罗马生菜	热菜	菜品	热菜	
豉油蒜香生菜	热菜	菜品	热菜	
豉油高山生菜	热菜	菜品	热菜	
豉蒜凉瓜炒牛肉	热菜	菜品	热菜	
豉香扁豆炒肉丝	热菜	菜品	热菜	
豌豆尖豆腐汤	汤羹	菜品	汤羹	
豌豆炒肉丝	热菜	菜品	热菜	
豌豆炒萝卜干	热菜	菜品	热菜	
豌豆米炒腌菜	热菜	菜品	热菜	
豌豆米炒鸡蛋	热菜	菜品	热菜	
豌豆青菜面	汤面	主食	面	汤面
象鼻十虾粥	粥	主食	粥	
豪华西红柿鸡蛋面	汤面	主食	面	汤面
贝壳豆腐汤	汤羹	菜品	汤羹	
贝柱鲜虾粥	粥	主食	粥	
贡丸粗粮面	汤面	主食	面	汤面
贡丸香菇莴笋汤	汤羹	菜品	汤羹	
贡品白米饭	白米饭	主食	饭	白米饭
贡園粉丝汤	其他粉	主食	粉	其他粉
财神八宝粥	粥	主食	粥	
财鱼片豆腐汤	汤羹	菜品	汤羹	
财鱼豆腐汤	汤羹	菜品	汤羹	
贵安黄冰糖鲜炖梨汤	汤羹	菜品	汤羹	
贵州鸡蛋汤饭	泡饭	主食	饭	泡饭
贺兰山鸡肉蘑菇面	汤面	主食	面	汤面
赤小豆薏仁汤	糖水/炖品	甜点	糖水/炖品	
赤根小菠菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
赤红豆薏米粥	粥	主食	粥	
赤豆元宵粥	粥	主食	粥	
赵家大烩菜	热菜	菜品	热菜	
超值木须肉盖饭	盖浇饭	主食	饭	盖浇饭
超值特价西红柿鸡蛋面	汤面	主食	面	汤面
超省推荐黑米粥	粥	主食	粥	
超级开胃下饭的老厨白菜	热菜	菜品	热菜	
超级香米饭	白米饭	主食	饭	白米饭
越光大米饭	白米饭	主食	饭	白米饭
越式咖喱蔬菜	热菜	菜品	热菜	
足料多多多皮蛋瘦肉粥	粥	主食	粥	
足料多多皮蛋瘦肉粥	粥	主食	粥	
足料大碗皮蛋瘦肉粥	粥	主食	粥	
路友大拌菜	凉菜	菜品	凉菜	
跷脚娃娃菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
软炒菠萝鸡片	热菜	菜品	热菜	
软烧茄子饭	盖浇饭	主食	饭	盖浇饭
软糯小米红枣粥	粥	主食	粥	
软糯燕麦南瓜粥	粥	主食	粥	
软糯紫米粥	粥	主食	粥	
软糯香甜八宝粥	粥	主食	粥	
软香大米饭	白米饭	主食	饭	白米饭
辛氏小土豆炖牛肉	热菜	菜品	热菜	
辣炒绿豆芽	热菜	菜品	热菜	
辣白菜炖豆腐	热菜	菜品	热菜	
辽参山药鱼片粥	粥	主食	粥	
辽西干豆腐炒尖椒	热菜	菜品	热菜	
过水大碴粥	粥	主食	粥	
这是一碗香喷喷的大米饭	白米饭	主食	饭	白米饭
连白炒粉丝	热菜	菜品	热菜	
选择紫米面	其他主食	主食	其他主食	
选择绿豆面	汤面	主食	面	汤面
逍遥素食胡辣汤	汤羹	菜品	汤羹	
速溶番茄汤	汤羹	菜品	汤羹	
避风塘艇仔粥	粥	主食	粥	
那么香米饭	白米饭	主食	饭	白米饭
邱记一品粥	粥	主食	粥	
郑记状元粥	粥	主食	粥	
郭林大拌菜	凉菜	菜品	凉菜	
配菜娃娃菜	浇头	其他	浇头	
酥肉炖白菜粉条	热菜	菜品	热菜	
酥肉炖豆腐套餐	其他菜品	其他	其他菜品	
酥肉烩白菜	热菜	菜品	热菜	
酱干豆腐炒鸡蛋	热菜	菜品	热菜	
酱扒茄子十米饭	其他菜品	其他	其他菜品	
酱扒茄子子盖浇饭	盖浇饭	主食	饭	盖浇饭
酱拌手撕菜	凉菜	菜品	饭	其他饭
酱汁小炒茄子	热菜	菜品	热菜	
酱油土豆条炒肉丝	热菜	菜品	热菜	
酱油炒土豆丝	热菜	菜品	热菜	
酱油炒豆腐	热菜	菜品	热菜	
酱炒土豆片	热菜	菜品	热菜	
酱炒小葱鸡蛋	热菜	菜品	热菜	
酱炒杏鲍菇	热菜	菜品	热菜	
酱炒绿豆芽	热菜	菜品	热菜	
酱炒茄子小份	热菜	菜品	热菜	
酱炒西葫芦	热菜	菜品	热菜	
酱炒豆腐皮	热菜	菜品	热菜	
酱炒鸡蛋小	热菜	菜品	热菜	
酱炒鸡蛋小份	热菜	菜品	热菜	
酱炒鸡蛋小毛葱	热菜	菜品	热菜	
酱炒鸡蛋尖椒	热菜	菜品	热菜	
酱炖卤水豆腐	热菜	菜品	热菜	
酱炖嘎牙鱼	热菜	菜品	热菜	
酱炖大豆腐小碗	热菜	菜品	热菜	
酱炖小江鱼	热菜	菜品	热菜	
酱炖小鲫鱼	热菜	菜品	热菜	
酱炖碎豆腐	热菜	菜品	热菜	
酱炖豆腐土豆条	热菜	菜品	热菜	
酱炖豆腐盖浇饭	盖浇饭	主食	饭	盖浇饭
酱爆包心菜	热菜	菜品	热菜	
酱爆卷心菜	热菜	菜品	热菜	
酱爆圆白菜	热菜	菜品	热菜	
酱爆圆白菜炒菜	热菜	菜品	热菜	
酱爆洋白菜	热菜	菜品	热菜	
酱爆洋白菜小炒加米饭	盖浇饭	主食	饭	盖浇饭
酱爆洋白菜炒菜	热菜	菜品	热菜	
酱爆茄子炒菜	热菜	菜品	热菜	
酱茄子盖浇饭	盖浇饭	主食	饭	盖浇饭
酱茄子盖饭	盖浇饭	主食	饭	盖浇饭
酱莲菜炒肉	热菜	菜品	热菜	
酱萝卜老鸭汤	汤羹	菜品	汤羹	
酱酱炖茄子	热菜	菜品	热菜	
酱香全素炒米粉	米线	主食	粉	米线
酱香八宝菜	凉菜	菜品	凉菜	
酱香外婆菜	凉菜	菜品	凉菜	
酱香素炒米粉	米线	主食	粉	米线
酱香茄子盖饭	盖浇饭	主食	饭	盖浇饭
酱香茄子米饭	其他饭	主食	饭	其他饭
酱香茄子饭	盖浇饭	主食	饭	盖浇饭
酱鸡蛋炒黑木耳	热菜	菜品	热菜	
酱黄瓜萝卜小菜	凉菜	菜品	凉菜	
酸包菜炒土豆片	热菜	菜品	热菜	
酸包菜炒水晶粉	热菜	菜品	热菜	
酸包菜炒粉皮	热菜	菜品	热菜	
酸包菜粉丝炒肉丝	热菜	菜品	热菜	
酸梅紫米粥	粥	主食	粥	
酸汤小揪面	汤面	主食	面	汤面
酸汤香菇面	汤面	主食	面	汤面
酸浆手擀面	手擀面	主食	面	手擀面
酸溜大白菜	热菜	菜品	热菜	
酸爽包心菜	热菜	菜品	热菜	
酸甜不辣烤冷面	其他面	主食	面	其他面
酸甜口荞麦冷面	凉面	主食	面	凉面
酸甜大拌菜	凉菜	菜品	凉菜	
酸甜娃娃菜	热菜	菜品	热菜	
酸甜紫包菜	凉菜	菜品	凉菜	
酸甜荞麦冷面	凉面	主食	面	凉面
酸甜菠萝粥	粥	主食	粥	
酸白菜拌面	拌面	主食	面	拌面
酸粉炒土豆丝	热菜	菜品	热菜	
酸菜三丝面	汤面	主食	面	汤面
酸菜丽江炒魔芋	热菜	菜品	热菜	
酸菜土豆丝汤	汤羹	菜品	汤羹	
酸菜土豆丝炒粉条	热菜	菜品	热菜	
酸菜土豆丝盖饭	盖浇饭	主食	饭	盖浇饭
酸菜土豆条汤	汤羹	菜品	汤羹	
酸菜土豆粉丝汤	其他粉	主食	粉	其他粉
酸菜小笋小碗菜	热菜	菜品	热菜	
酸菜洋芋汤	汤羹	菜品	汤羹	
酸菜炒刀削	其他面	主食	面	其他面
酸菜炒土豆丝	热菜	菜品	热菜	
酸菜炒土豆丝小份	热菜	菜品	热菜	
酸菜炒春笋	热菜	菜品	热菜	
酸菜炒甜笋	热菜	菜品	热菜	
酸菜炒甜豆	热菜	菜品	热菜	
酸菜炒瘦肉	热菜	菜品	热菜	
酸菜炒笨鸡蛋	热菜	菜品	热菜	
酸菜炒粉丝	热菜	菜品	热菜	
酸菜炒粉条	米线	菜品	粉	米线
酸菜炒肉丝	热菜	菜品	热菜	
酸菜炒肉丝粉条	热菜	菜品	热菜	
酸菜炒薯粉	热菜	菜品	热菜	
酸菜炒蘑菇	热菜	菜品	热菜	
酸菜炒豆腐	热菜	菜品	热菜	
酸菜炒豆芽	热菜	菜品	热菜	
酸菜炒魔芋	热菜	菜品	热菜	
酸菜炒魔芋丝	热菜	菜品	热菜	
酸菜炒鸡蛋	热菜	菜品	热菜	
酸菜炖冻豆腐	热菜	菜品	热菜	
酸菜炖土豆丝	热菜	菜品	热菜	
酸菜炖拆骨肉	热菜	菜品	热菜	
酸菜炖白丸子	热菜	菜品	热菜	
酸菜炖粉条	热菜	菜品	热菜	
酸菜炖粉条冻豆腐	热菜	菜品	热菜	
酸菜炖老豆腐	热菜	菜品	热菜	
酸菜炖豆腐	热菜	菜品	热菜	
酸菜炖豆腐一碗	热菜	菜品	热菜	
酸菜炖豆腐小份	热菜	菜品	热菜	
酸菜疙瘩汤	汤羹	菜品	汤羹	
酸菜笋片炒蘑菇	热菜	菜品	热菜	
酸菜米豆汤	汤羹	菜品	汤羹	
酸菜粉丝汤	其他粉	主食	粉	其他粉
酸菜粉小份加米饭	其他菜品	其他	其他菜品	
酸菜粉小份菜	热菜	菜品	热菜	
酸菜粉炒肉丝	热菜	菜品	热菜	
酸菜素炒米粉	米线	主食	粉	米线
酸菜红豆汤	汤羹	菜品	汤羹	
酸菜脆笋鸡肉粥粥	粥	主食	粥	
酸菜豆米汤饭	泡饭	主食	饭	泡饭
酸菜豆腐汤	汤羹	菜品	汤羹	
